dataset	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage
winding_col	50	16	9	0.27175433707414676	34	39164	2	0.6076	1.3504	19	38720	2	0.6076	0.736
winding_col	50	16	10	0.2599804691885438	27	38924	2	0.5924	1.064	20	38712	2	0.5924	0.7776
winding_col	50	16	12	0.2415757487993883	18	39080	2	0.2896	0.6968	12	38888	2	0.2896	0.452
winding_col	50	18	2	0.5102731244702414	353	35124	9	0.9968	22.6168	20	27210	8	0.9968	1.408
winding_col	50	18	3	0.43645467716454134	358	46414	6	0.9864	17.3272	27	37676	6	0.9864	1.4124
winding_col	50	18	4	0.3864990331578552	218	46104	3	0.966	9.3508	35	40860	3	0.966	1.4904
winding_col	50	18	5	0.3408716970160389	134	45036	3	0.9452	5.5824	35	42144	3	0.9452	1.4232
winding_col	50	18	6	0.3113694643980278	108	44970	3	0.8916	4.564	32	42822	3	0.8916	1.2916
winding_col	50	18	7	0.28985292289046993	78	44370	4	0.8116	3.2368	31	42972	2	0.8116	1.2304
winding_col	50	18	8	0.27228938277707593	64	44112	3	0.8096	2.614	29	42992	2	0.8096	1.1576
winding_col	50	18	9	0.2581943453719878	24	43626	3	0.606	0.9816	20	43482	3	0.606	0.798
winding_col	50	18	10	0.246205416455	14	43910	2	0.332	0.532	11	43802	2	0.332	0.4096
winding_col	50	18	12	0.2278936972610741	7	44060	2	0.1504	0.2456	5	43988	2	0.1504	0.164
winding_col	50	20	2	0.5039591872554993	372	41032	12	0.9952	23.974	24	31816	9	0.9952	1.8232
winding_col	50	20	3	0.429379145436828	323	51700	6	0.9844	15.276	29	42788	3	0.9844	1.4272
winding_col	50	20	4	0.37909748516446573	182	51260	4	0.9204	7.922	32	46316	3	0.9204	1.3308
winding_col	50	20	5	0.3331739316264097	111	49864	3	0.918	4.678	33	47320	3	0.918	1.334
winding_col	50	20	6	0.30364154278828315	74	49296	4	0.7936	3.18	27	47784	4	0.7936	1.1456
winding_col	50	20	7	0.28126178803752694	52	48768	2	0.7936	2.0888	29	47864	2	0.7936	1.1496
winding_col	50	20	8	0.2642506464120452	38	48876	3	0.6	1.558	20	48236	3	0.6	0.7984
winding_col	50	20	9	0.25024465725275563	21	48772	2	0.4756	0.8176	15	48532	2	0.4756	0.5728
winding_col	50	20	10	0.2380281073040089	13	48904	2	0.228	0.4904	9	48744	2	0.228	0.3272
winding_col	50	20	12	0.219943281223532	6	48860	2	0.1528	0.204	6	48860	2	0.1528	0.204
winding_col	50	22	2	0.49349753573011124	429	49738	9	0.9956	24.396	24	38074	9	0.9956	1.5728
winding_col	50	22	3	0.41863550853859	279	55568	6	0.958	13.1448	30	47564	5	0.958	1.392
winding_col	50	22	4	0.36829179113350896	173	56246	3	0.9388	7.2952	32	51212	3	0.9388	1.3436
winding_col	50	22	5	0.3225022999985682	84	54322	2	0.7984	3.4224	30	52504	2	0.7984	1.1864
winding_col	50	22	6	0.29273859288624365	67	54138	3	0.7264	2.7388	26	52604	2	0.7264	1.0292
